"Director_Name","Language","Language_Fullname"
"Dan Karlok","en","English"
"Michael P. Lucas","en","English"
"Chi Muoi Lo","en","English"
"Hans Liechti","de","German"
"Jobin Ballesteros","en","English"
"Marco Aurelio Galindo","en","English"
"Nikita Tyagunov","en","English"
"Peter Bardehle","de","German"
"Jun Dio","en","English"
"Chuck Gutierrez","en","English"
"Zeca Brito","pt","Portuguese"
"Konrad Sabrautzky","de","German"
"Deanne Foley","en","English"
"Christian Sparkes","en","English"
"Paulo Gil Soares","pt","Portuguese"
"Emmanuel J. Escalona Jr.","tl","Tagalog"
"Nadjoua Bansil","en","English"
"Max Celada","en","English"
"Lukáš Kokeš","en","English"
"Jawed Wassel","en","English"
"John Cadigan","en","English"
"Jeremy Cropf","en","English"
"Bayo Akinfemi","en","English"
"Shawn Anthony","en","English"
"Leroy Salvador","en","English"
"Dave Foley","en","English"
"Abbo De La Cruz","en","English"
"Marco Elter","en","English"
"Josh Crockett","en","English"
"Ravee Farooq","en","English"
"Nenad Đurić","bs","Bosnian"
"Brian Thompson","en","English"
"Margarita Cadenas","en","English"
"Walter Rilla","de","German"
"Chris Kiros","en","English"
"Jarell Serencio","en","English"
"David Hunt","en","English"
"Kevin James Barry","en","English"
"Matias Alvarez","en","English"
"Jacob Geis","de","German"
"David Thorpe","en","English"
"Rene Naufahu","en","English"
"Frank Hoffmann","de","German"
"Jeff Melman","en","English"
"Francis Posadas","en","English"
"Kate Blewett","en","English"
"Daniel Garcia","en","English"
"Leo Hiemer","de","German"
"Madison Thomas","en","English"
"Immanuel Martin","en","English"
"Bahman Tavoosi","en","English"
"Yasushi Akimoto","ja","Japanese"
"Signe Baumane","en","English"
"Inés María Barrionuevo","es","Spanish; Castilian"
"Stanislav Güntner","de","German"
"Adi Bontuyan","en","English"
"Dennis Brucks","en","English"
"Titus Heckel","en","English"
"Christopher D'Elia","en","English"
"Leo Burton","en","English"
"Hugo Blick","en","English"
"Tessa Blake","en","English"
"Kimberly Levin","en","English"
"Snow Zou","en","English"
"Vasilis Douvlis","en","English"
"Joseph Oxford","en","English"
"Rudolf Noelte","de","German"
"Sharon Greytak","en","English"
"Elisapie Isaac","en","English"
"Alethea Arnaquq-Baril","en","English"
"René Guerra","pt","Portuguese"
"Tony Elliott","en","English"
"Wayne Wapeemukwa","en","English"
"Theo Anthony","en","English"
"Rungano Nyoni","en","English"
"Atsuko Hirayanagi","en","English"
"Hans-Christof Stenzel","de","German"
"Bruno Hübner","de","German"
"Matt Danner","en","English"
"Günther Rittau","de","German"
"Nick Scown","en","English"
"Khalid Al Siddiq","ar","Arabic"
"Vincas Sruoginis","en","English"
"Sam Neill","en","English"
"Juha Lehtola","fi","Finnish"
"Michael Black","en","English"
"Guy Myhill","en","English"
"Joshua Bonnetta","en","English"
"Bill Hughes","en","English"
"Peter Dowd","en","English"
"Alexandra Dahlström","en","English"
"Mauro Carraro","en","English"
"My Sandström","sv","Swedish"
"Ayaz Salayev","tr","Turkish"
"Andreas Kannengießer","de","German"
"Mikheil Gelovani","en","English"
"Rosario Boyer","en","English"
"Reza Azamian","fa","Persian"
"Marko Šantić","en","English"
"Dunav Kuzmanich","en","English"
"Michael Hanus","en","English"
"Larissa Sansour","en","English"
"Aleko Tsabadze","en","English"
"Claudia Holldack","de","German"
"Andreas Thiel","de","German"
"Edmond Séchan","en","English"
"Ben Anthony","en","English"
"Sarah Miles","en","English"
"Ad Bol","de","German"
"Leonardo Guerra Seràgnoli","en","English"
"Dennis Marasigan","en","English"
"Marcello Zamarripa","en","English"
"Lucas Elliot Eberl","en","English"
"David Burris","en","English"
"Romuald Beugnon","fr","French"
"Camilla Overbye Roos","en","English"
"G.V. Iyer","en","English"
"Joonas Makkonen","en","English"
"Marco Antoniazzi","de","German"
"Ari Sihasale","en","English"
"Nathalie Steinbart","de","German"
"Fangfang Li","zh","Chinese"
"Emmanuel I. Rojas","en","English"
"Malaya Camporedondo","tl","Tagalog"
"Ruben Arthur Nicdao","en","English"
"Sònia Sánchez","es","Spanish; Castilian"
"Carlos Amil","es","Spanish; Castilian"
"Laurie Hill","en","English"
"Lawrence Dobkin","en","English"
"Raul Jorolan","en","English"
"Consuelo P. Osorio","en","English"
"Martyn Sanderson","en","English"
"Richard Arellano","en","English"
"Zaván","es","Spanish; Castilian"
"Alexandre Powelz","de","German"
"Jeff Kurr","en","English"
"Daniel Taye Workou","en","English"
"Malena Szlam","en","English"
"Denis Gheerbrant","fr","French"
"Roy Edward Disney","en","English"
"Yoriko Mizushiri","en","English"
"Henry Frejas","en","English"
"Joseph Bull","en","English"
"Eduard Hoesch","de","German"
"Frant Gwo","en","English"
"Koji Yakusho","ja","Japanese"
"Till Cöster","es","Spanish; Castilian"
"Karim Bensalah","pt","Portuguese"
"Rebecca Johnson","en","English"
"Asantewaa Prempeh","en","English"
"Simon Baker","en","English"
"Rob Ashford","en","English"
"Tara Wood","en","English"
"Darijan Pejovski","mk","Macedonian"
"Emmanuel Dela Cruz","en","English"
"Paul Lê","fr","French"
"Mariama Sylla","en","English"
"Collin Joseph Neal","en","English"
"Misha Balangue","en","English"
"Gio Puyat","en","English"
"Ana Lim","en","English"
"Lee Karaim","en","English"
"Benito Bautista","en","English"
"Zig Madamba Dulay","en","English"
"Marc Kolbe","en","English"
"Willy Birgel","de","German"
"Robert Lemelson","en","English"
"Danielle Lurie","en","English"
"Yoav Lester","en","English"
"David Hayter","en","English"
"Brandon Relucio","en","English"
"Ton Van Zantvoort","en","English"
"Victor Villanueva","tl","Tagalog"
"Cedric Nicolas-Troyan","en","English"
"Midi Onodera","en","English"
"Frances Peters","en","English"
"Nima Javidi","fa","Persian"
"Steve Bing","en","English"
"Thomas J. Churchill","en","English"
"Peter Paul Basler","en","English"
"Pegi Vail","en","English"
"Chineze Anyaene","en","English"
"André Singer","en","English"
"Chaitanya Tamhane","en","English"
"Timm Kröger","en","English"
"Andrea Savage","en","English"
"Jane Aaron","en","English"
"Eric Gandois","en","English"
"Valerie Heine","pt","Portuguese"
"Simon Baré","en","English"
"Sarmad Masud","en","English"
"Nida Manzoor","en","English"
"Helen Doyle","en","English"
"Riz Ahmed","en","English"
"Karen Harley","pt","Portuguese"
"Kiah Roache-Turner","en","English"
"Harold Crooks","en","English"
"John Ainslie","en","English"
"Daniel Barrow","en","English"
"Garwin Sanford","en","English"
"Matthew Makar","en","English"
"Frances Dickenson","en","English"
"Guillermo Amoedo","en","English"
"Kurt Engfehr","en","English"
"Vuk Ršumović","sr","Serbian"
"Alejandro Martínez","de","German"
"Burcu Sankur","en","English"
"Jillian Elizabeth","en","English"
"Anthony Marshall","en","English"
"Ted Geoghegan","en","English"
"Gordon Quinn","en","English"
"Benedict Andrews","en","English"
"Carl-Johan Westregård","en","English"
"Josh Hasty","en","English"
"Timofei Levchuk","en","English"
"Adam Carolla","en","English"
"Antonio Augugliaro","it","Italian"
"Brian Samuel Davis","en","English"
"Ralph Liddle","en","English"
"Samuel Sheffield","en","English"
"Francois Bierry","pt","Portuguese"
"Jomí García Ascot","es","Spanish; Castilian"
"Frédéric Doazan","en","English"
"Raúl Martínez Solares","es","Spanish; Castilian"
"Gordon McLennan","en","English"
"Philip Gibbons","en","English"
"Summer-Joy Main","en","English"
"Matías Cruz","en","English"
"K.C. Amos","en","English"
"Stuart Paul","en","English"
"Roger L. Simon","en","English"
"Jonathan de la Luz","en","English"
"Andreas Thomopoulos","el","Greek, Modern (1453-)"
"Bruno Gularte Barreto","pt","Portuguese"
"André Dib","pt","Portuguese"
"Paul Goodwin","en","English"
"David Yarovesky","en","English"
"Justin Kelly","en","English"
"Gabrielle Demeestere","en","English"
"Salomé Alexi","en","English"
"Maninder Chana","en","English"
"Livi Zheng","en","English"
"Ole Bendtzen","es","Spanish; Castilian"
"Fernando Vílchez Rodríguez","en","English"
"Slater Jewell-Kemker","en","English"
"Warren Doane","en","English"
"Simon Stone","en","English"
"Aleksey Tsitsilin","ru","Russian"
"Martin J. Spinelli","en","English"
"Ilko Davidov","en","English"
"Marah Strauch","en","English"
"Christopher Walker","en","English"
"Derrick Sims","en","English"
"Keren Atzmon","en","English"
"Alejandra Márquez Abella","en","English"
"Luis Manzo","en","English"
"Robin Renucci","co","Corsican"
"Nicholas Greene","es","Spanish; Castilian"
"Åsa Sjöström","sv","Swedish"
"Peter Wintonick","en","English"
"Clément Tréhin-Lalanne","de","German"
"Michael Andres","en","English"
"Maria Teresa Camoglio","de","German"
"Heide Pils","de","German"
"Eddie Rodriguez","en","English"
"Giuseppe Fina","it","Italian"
"Ivan Gergolet","es","Spanish; Castilian"
"Mario Fanfani","fr","French"
"Aditya Vikram Sengupta","bn","Bengali"
"Hajooj Kuka","ar","Arabic"
"Blake Williams","en","English"
"Barrett Esposito","en","English"
"Shane Dawson","en","English"
"Ariel Shaban","sq","Albanian"
"Hilde Lermann","de","German"
"Manijeh Hekmat","fa","Persian"
"Michael Nolin","en","English"
"Sanjay Rawal","de","German"
"Helmut Berger","de","German"
"Fabian Busch","en","English"
"Megha Ramaswamy","en","English"
"Anna Marziano","en","English"
"Mailisi","en","English"
"Grayson Moore","en","English"
"Mich'ael Zupraner","en","English"
"Sotiris Dounoukos","en","English"
"Nicholas Mross","en","English"
"Zach Miller","de","German"
"Sarah Lévy","fr","French"
"Raphaël Neal","fr","French"
"Aiju Salminen","en","English"
"Lauri Randla","en","English"
"Christian De Vita","en","English"
"Alexandre Larose","en","English"
"Mary Helena Clark","en","English"
"Marc Fàbregas","es","Spanish; Castilian"
"María Pérez","es","Spanish; Castilian"
"Joana Pimenta","en","English"
"Marylou Tibaldo-Bongiorno","en","English"
"Hervé Baslé","fr","French"
"Ashlee Page","en","English"
"Ruud Monster","en","English"
"Debra Kirschner","en","English"
"Alberto Vendemmiati","en","English"
"Guy Pooles","en","English"
"Silvije Petranović","hr","Croatian"
"T. Marie","en","English"
"Edward T. Lowe Jr.","en","English"
"George E. Stone","en","English"
"Manuel Poutte","nl","Dutch; Flemish"
"Bruno Muel","en","English"
"Eduardo Ades","pt","Portuguese"
"Malcolm McDowell","pt","Portuguese"
"Jimmy Bemon","fr","French"
"Sebastien Petretti","en","English"
"Beth Formaggini","pt","Portuguese"
"Jukka Sipilä","en","English"
"Juha Rosma","en","English"
"Noemie Saglio","pt","Portuguese"
"Jaakko Pyhälä","en","English"
"Juho Kuosmanen","fi","Finnish"
"Jamshid Mahmoudi","fa","Persian"
"Emerson Collins","en","English"
"Erik Gardner","en","English"
"Vanja Sviličić","hr","Croatian"
"Jonathan Kitzen","en","English"
"Clare Lewins","en","English"
"Xavier Picard","fi","Finnish"
"Antonio Mitričeski","mk","Macedonian"
"Uro Q. dela Cruz","en","English"
"Eckhard Preuß","de","German"
"Panahbarkhoda Rezaee","fa","Persian"
"Christophe Boula","en","English"
"Johann Lurf","en","English"
"Jakrawal Nilthamrong","en","English"
"Rebecca Baron","en","English"
"Basma Alsharif","en","English"
"Sylvia Schedelbauer","en","English"
"Baya Kasmi","fr","French"
"Carlo Mirabella-Davis","en","English"
"James Brolin","en","English"
"Rudolf Steinboeck","de","German"
"Sheila M. Sofian","en","English"
"Rustin Thompson","en","English"
"Ivan Ikić","en","English"
"Iris Elezi","en","English"
"Bruno Polidoro","pt","Portuguese"
"Gábor Reisz","hu","Hungarian"
"Antti Haase","en","English"
"Sami Laitinen","fi","Finnish"
"Tessa Schram","nl","Dutch; Flemish"
"Farid Eslam","en","English"
"Janek Rieke","de","German"
"Steven A. Adelson","en","English"
"Jamie Sims","en","English"
"Bobby Roe","en","English"
"Jochen Richter","de","German"
"Ned McNeilage","en","English"
"Ryan Phillippe","en","English"
"Charles Brackett","en","English"
"Martijn de Jong","en","English"
"Damien Fritsch","fr","French"
"Maureen Bradley","en","English"
"Allan Luebke","en","English"
"Fredrik Hana","en","English"
"Michel Auder","en","English"
"René Besson","en","English"
"Anna Martemucci","en","English"
"Stéphanie Joalland","en","English"
"翟俊杰","zh","Chinese"
"David André","fr","French"
"Kees van Nieuwkerk","nl","Dutch; Flemish"
"Dominick Sivilli","en","English"
"Mohamed Chouikh","en","English"
"Gilad Goldschmidt","en","English"
"Alexander Eslam","it","Italian"
"Peter Henning","de","German"
"Gordian Maugg","de","German"
"Wade Gasque","en","English"
"Nathyn Masters","en","English"
"János Richter","es","Spanish; Castilian"
"Fernando Lobo Amaral","pt","Portuguese"
"Dirk Kummer","de","German"
"Jeff Herberger","en","English"
"Stuart Acher","en","English"
"Neil Hollander","en","English"
"Jennifer DeLia","en","English"
"Dan Polier","en","English"
"Ramon Hamilton","en","English"
"Travis Oates","en","English"
"Andy Nyman","en","English"
"Andy Brown","en","English"
"Nancy Spetsioti","en","English"
"Márcia Faria","pt","Portuguese"
"Stéphane Bergmans","fr","French"
"Thomas Salvador","fr","French"
"Jack Henry Robbins","en","English"
"Carrie Ansell","en","English"
"Celia Bullwinkel","en","English"
"Markus Herling","de","German"
"Florence Dauman","en","English"
"Christopher Sadler","en","English"
"David Filmore","en","English"
"Ricky Blitt","en","English"
"John Kruse","en","English"
"John Block","en","English"
"Virág Zomborácz","hu","Hungarian"
"Julius Avery","en","English"
"J. D. Pardo","es","Spanish; Castilian"
"Adrián Silvestre","es","Spanish; Castilian"
"Gary Doust","en","English"
"Keith Deligero","en","English"
"Lester Valle","en","English"
"Nawruz Paguidopon","en","English"
"Ferdinand John L. Balanag","en","English"
"Sigfreid Barros-Sanchez","en","English"
"Jan Tristan Pandy","en","English"
"Charliebebs Gohetia","en","English"
"Keith Sicat","en","English"
"Paolo Herras","en","English"
"Tom Albanese","en","English"
"Michael McClendon","en","English"
"Jeremy Workman","en","English"
"Sanif Olek","en","English"
"Fabio Wuytack","en","English"
"Celine Desrumaux","en","English"
"Ludovic Gavillet","en","English"
"Géraldine Zosso","en","English"
"Gustav Rudolf Sellner","de","German"
"S. Craig Zahler","en","English"
"Anna Recalde Miranda","en","English"
"Alex Pugsley","en","English"
"Nicholas Chin","en","English"
"Sonja Prosenc","sl","Slovenian"
"Karryn de Cinque","en","English"
"Maire-Pierre Brêtas","fr","French"
"Valeri Petrov","ru","Russian"
"Simon Jaquemet","en","English"
"Willard Van Dyke","en","English"
"Bryn Evans","en","English"
"Rajeev Dassani","en","English"
"Adam Gacka","en","English"
"Cole Simon","en","English"
"Ara Paiaya","en","English"
"Doug TenNapel","en","English"
"Jason Winn","en","English"
"Ernst Wolfram Marboe","en","English"
"Livia Giampalmo","it","Italian"
"Dwi Sujanti Nugraheni","id","Indonesian"
"Astutillo Smeriglia","en","English"
"Belinda Sallin","de","German"
"Hooman Khalili","en","English"
"Jessica Sonneborn","en","English"
"Anna Azevedo","gn","Guarani"
"Juan Riedinger","en","English"
"Marcell Gerö","hu","Hungarian"
"Ronnie Sandahl","sv","Swedish"
"Savannah Steiner","en","English"
"Sebastián Sánchez Amunátegui","es","Spanish; Castilian"
"Charles E. Bastien","en","English"
"Dylan Baker","en","English"
"Arjan Wilschut","en","English"
"Jessie Chisi","en","English"
"Khalid Mahmood Mithu","en","English"
"Steven J. Kung","en","English"
"Daniel Helfer","de","German"
"Meghna Gupta","en","English"
"Roland Gall","de","German"
"Andy Siege","en","English"
"Toby Lawrence","en","English"
"Eliyahu Ungar-Sargon","en","English"
"Hicham Ayouch","en","English"
"Johanna Moder","de","German"
"Virginia García del Pino","en","English"
"Drazen Kuljanin","sv","Swedish"
"Diane Ladd","en","English"
"Sadyk Sher-Niyaz","ky","Kirghiz; Kyrgyz"
"Damien Manivel","fr","French"
"Marq Evans","en","English"
"Laurent Dussaux","fr","French"
"Ron Bryant","en","English"
"Ditte Haarløv Johnsen","en","English"
"Elvira Lind","en","English"
"Tony Aloupis","en","English"
"Michele Josue","en","English"
"Phillip Warnell","en","English"
"Iskandar Usmonov","en","English"
"Lacey Schwartz","en","English"
"John Francis Daley","en","English"
"Robbert-Jan Vos","en","English"
"Sylvestre Sbille","en","English"
"Reiner Kunze","de","German"
"Déva Palmier","en","English"
"Weiming Wang","en","English"
"Alec Gillis","en","English"
"Lorenzo Mattotti","fr","French"
"Nazli Elif Durlu","en","English"
"Rebecca Panian","de","German"
"Lulu Wang","en","English"
"Constantin Wulff","en","English"
"Damien Froidevaux","en","English"
"Hernán Rosselli","en","English"
"Alfredo Hueck","en","English"
"Lindsay Crystal","en","English"
"Mónica Savirón","en","English"
"Claudrena Harold","en","English"
"Bryan Gaynor","en","English"
"Oscar Fritz Schuh","de","German"
"Ben Brand","nl","Dutch; Flemish"
"Thierry Lorenzi","en","English"
"Xavier Diskeuve","fr","French"
"Carlos Caridad Montero","es","Spanish; Castilian"
"Michael Schottenberg","de","German"
"Antonis Kafetzopoulos","el","Greek, Modern (1453-)"
"Mike Mayhall","en","English"
"Fluorescent Hill","en","English"
"Pascal Trottier","en","English"
"Vera Egito","pt","Portuguese"
"Julia De Simone","en","English"
"Daniel Gaggini","pt","Portuguese"
"Michael Higgins","en","English"
"Enrico Gras","en","English"
"Tom King","en","English"
"Payman Haghani","fa","Persian"
"Siar Sedig","en","English"
"Tomm Jacobsen","en","English"
"Francine Rzeznik","en","English"
"Kip Oebanda","en","English"
"David Castro González","en","English"
"Adriano Valerio","en","English"
"Malika Pellicioli","en","English"
